,Id,Text,IsSelfMentioned,Retweets,Favorites,Hashtags,Medias,Mentions,SenderId,SenderAccountYears,SenderFavorites,SenderFollowings,SenderFollowers,SenderStatues,Emojis,Punctuations,UpperCaseLetter,Letter,Symbols,Words,TWords,UWords,SlangWords,IsCyberbullying
33,9.439451869709517e+17,burada kalmıştık hocam imparatoryuvasında,0.0,28735.0,81212,1,1,1,23186079,10,67,71,8631496.0,72643,0.0,4,3,38,0,4,2,0,0,False
34,1.0220886731296481e+18,allah kaderimizi böyle yazmış gönüllerbirolsun,0.0,278.0,285,1,1,0,44982012,10,81,4,85926.0,14786,0.0,4,7,42,0,5,5,0,0,False
35,1.0381320350748836e+18,çok kişinin bu kuralı iyi bildiğine emin değilim bu kural 14 yabancı kuralı değil bu kural 14 türk kuralı 14 türk almak zorundasınız ama 14 yabancı almak zorunda değilsiniz,0.0,860.0,5712,0,0,1,23186079,10,67,71,8631496.0,72643,1.0,7,5,144,0,29,5,0,0,False
36,1.0397569398765486e+18,merhaba bu tweetin altında müzikseverlerin hoşuna gidebilecek bazılarını kendimin de kullandığı spotify araçlarını paylaşacağım,0.0,1154.0,9093,0,0,0,69365359,10,12669,333,1704.0,6678,0.0,4,2,114,0,14,2,0,0,False
37,1.0528492899054879e+18,tekrar varsa kasıt vardır,0.0,1269.0,7117,0,0,0,95439391,10,310,255,1579821.0,7639,0.0,2,1,22,0,4,1,0,0,False
38,1.0625987922461491e+18,mustafa kemal in abdülhamid e suikast iddiasıyla hapis yattığını bilir misiniz,0.0,270.0,631,0,0,0,35201774,10,201,97,218364.0,19564,0.0,3,3,68,0,11,3,0,0,False
39,1.0880195108739973e+18,a albayrak dubai de birçok futbolcuyla görüşme fırsatı yakaladık alan ile anlaştık kulübüyle anlaştık bize çok iyi davrandılar birden transfer yattı diye haberler çıktı bekleyip göreceğiz bir şey olmuş değil,0.0,22.0,158,0,0,0,71108476,10,2771,2835,1288628.0,339867,0.0,12,8,178,0,30,8,1,0,False
40,1.0959662546476524e+18,ne gelen var ne giden yollar çimen bağladı bir sevdadır karadeniz,0.0,9.0,43,1,1,0,60611223,10,14622,1155,2132.0,10040,0.0,4,2,55,0,11,2,0,0,False
41,1.1028232408362394e+18,hep söylediğimiz gibi bu işin 2 ayağı var önce iletişim sonra hukuk önümüzdeki süreçlerde iletişim ayağı daha ileri boyutlara getirilip tamamlandığında hukuki başvurular da gerzek haklı davamıza sonuna kadar hep birlikte sahip çıkacağız,0.0,452.0,2158,0,0,0,36222372,10,1660,448,26518.0,417,0.0,8,4,214,0,33,4,0,1,False
42,1.1108927682080031e+18,dum taka dum canlı performans dorock xl,0.0,4.0,183,0,0,0,62198384,10,6988,261,176229.0,10601,0.0,1,8,33,0,7,7,1,0,False
43,1.1178171048986993e+18,galatasaray ın adını bir terör örgütü ile ananların kendi geçmişlerine bakmalarını tavsiye ederiz,0.0,8220.0,30819,0,0,0,23186079,10,67,71,8631496.0,72643,0.0,2,1,85,0,13,1,0,0,False
44,1.1192728844578775e+18,sadece başkalarına zarar vermek istediğinde güce ihtiyacın olur ama sevgi her şeyi yoluna koymaya yeter charlie chaplin,0.0,53.0,324,0,0,0,92548679,10,6431,1171,286653.0,5496,0.0,3,3,103,0,17,3,0,0,False
45,1.1214649065182781e+18,23 feghouli nin ceza sahasına ortasında diagne den enfes bir kafa vuruşu geliyor fakat top az farkla auta çıkıyor ymsvgs,0.0,30.0,1902,1,0,0,23186079,10,67,71,8631496.0,72643,1.0,5,7,101,1,20,3,0,0,False
46,1.1230795467970028e+18,hayallerini gerzek ve yeni bir hayata adım atmak için mükemmel bir gün aslında dün de öyleydi muhtemelen yarın da böyle olur neyse alarmı ertele uykuya devam,0.0,1344.0,9916,0,0,0,76762055,10,8,73,471979.0,1238,0.0,5,0,145,0,26,0,0,1,False
47,1.1290712247038689e+18,analiz faktoring ortaklarına spk dan suç duyurusu,0.0,4.0,3,0,1,0,47070156,10,18,16,110679.0,250915,0.0,2,5,43,0,7,3,1,0,False
48,1.1344821652977009e+18,irem yaman ömer başdoğan ve enes batur un keyifli ve eğlenceli sohbetleriyle konuk olacağı eseryenenlershow yeni bölüm bu gece 23 15 te tv8 de ömerbaşdoğan,0.0,33.0,982,2,1,2,77419430,10,244,130,951670.0,54876,0.0,8,13,131,0,25,9,0,0,False
49,1.1352532309408195e+18,günde bin kez ölmenin ayrılık koymuşlar adını,0.0,243.0,2253,0,1,0,48971197,10,22722,204,33049.0,8666,0.0,0,0,39,0,7,0,0,0,False
50,1.1378419403791196e+18,izlanda yı linç etmeye ulusal mutfağının kötülüğünden başlayabilirsiniz,0.0,19255.0,163984,0,0,0,64820716,10,2218,51,1010894.0,3934,0.0,2,1,64,0,8,1,0,0,False
51,1.1406644886617948e+18,mısır ın demokratik seçimle göreve gelen ilk cumhurbaşkanı kardeşim muhammed mursi nin vefat ettiği haberini teessürle öğrendim tarihin en büyük demokrasi mücadelelerinden birini veren şehit muhammed mursi ye allah tan rahmet diliyorum,0.0,24517.0,84372,0,1,0,68034431,10,0,95,13974880.0,6091,0.0,7,9,204,0,32,9,0,0,False
52,1.1457372366018683e+18,bir google şirret olan magic leap belçikalı bir şirret satın aldı ve çözümlerine karşıdaki kişinin 3 boyutlu görüntüsünün bulunduğunuz yerde belirmesi konusunda adım attı mesela bir sanatçı aynı zamanda her birimizin evinde konser verebilecek,0.0,5512.0,19903,0,1,0,94543804,10,4265,875,283308.0,17398,0.0,4,6,211,0,34,6,0,2,False
53,1.1464061898838958e+18,beşiktaş ın teknik direktörü abdullah avcı dan kartal pozu,0.0,3.0,34,0,1,0,31094717,10,0,2,107794.0,224253,1.0,2,3,50,0,9,3,0,0,False
54,1.1470783629234586e+18,mutlu yazlar yalın deme bana yokum,0.0,97.0,682,0,0,0,22924311,10,385,75,3319323.0,1953,1.0,4,5,29,0,6,5,0,0,False
55,1.1492283969641964e+18,hikayesi olmayan ya da jenerik bir hikayenin alt başlığı olan her şey metadır,0.0,2.0,9,0,0,0,49692305,10,2081,2467,6416.0,11290,0.0,1,1,65,0,13,1,0,0,False
56,1.1508522064778936e+18,hafıza 15 temmuz müzesi açılış töreni,0.0,3215.0,15537,0,0,0,68034431,10,0,95,13974880.0,6091,0.0,0,5,32,0,6,5,0,0,False
57,1.1511817992440832e+18,sakarya karagöl yaylası nda geçirdiğim iki gece boyunca topladığım 1350 kareden oluşan samanyolu time lapse 45 saniyelik video dünya mızın toplamda 8 saatlik bir hareketinin sonucu,0.0,3160.0,21667,0,1,0,92748776,10,14305,502,10877.0,13649,0.0,5,5,155,0,26,5,0,0,False
58,1.1517799048638177e+18,istanbul milletvekilimiz 15 temmuz darbesi gerzek suçlularının cezalandırılmasını istiyoruz ama sadece ve sadece gerzek suçluların cezalandırılmasını,0.0,383.0,1510,0,1,1,19942168,10,17,11,182661.0,10816,0.0,3,3,134,0,16,3,0,2,False
59,1.1525248909159547e+18,kıbrıs türk halkı nın barış ve özgürlük bayramı nı en kalbi duygularımla kutluyorum milli davamız uğruna canlarını veren aziz şehitlerimizi rahmet ve minnetle gazilerimizi şükran ve saygıyla yâd ediyorum kıbrısbarışharekatı,0.0,7173.0,33702,1,1,0,68034431,10,0,95,13974880.0,6091,0.0,6,10,194,0,30,8,0,0,False
60,1.1525269044335452e+18,vedat okyar gibi yaÅŸamak,0.0,204.0,1942,0,1,0,71108476,10,2771,2835,1288628.0,339867,0.0,1,2,21,0,4,2,0,0,False
61,1.152569582047191e+18,akışkan yumuşak yapışkan ama sert bir darbe aldığında sanki taşa vuruluyormuş gibi tepki verebilen bir madde geliştirdiler bu sayede her birimiz süper kahraman gibi dirençli olabiliriz,0.0,1106.0,3307,0,1,0,94543804,10,4265,875,283308.0,17398,0.0,6,2,159,0,26,2,0,0,False
62,1.1539763677903503e+18,neue step müziğin ve melankolinin sınırlarında bir sonbahar festivali ayrıntılar ve program burada,0.0,4.0,9,0,1,0,56764903,10,4424,348,60988.0,40108,1.0,2,10,86,1,13,4,2,0,False
63,1.1547417099868365e+18,ak parti türkiye nin partisidir,0.0,6705.0,30373,0,1,0,68034431,10,0,95,13974880.0,6091,0.0,2,4,27,0,5,3,1,0,False
64,1.1548601826163139e+18,tolstoy un eğitime ilişkin bir yazısındaki şu cümle son derece çarpıcı eğitim bir insanın diğerini kendi gibi kılma eğilimidir okullar ise insanların kendilerini büyütme haklarını ellerinden alarak pek çok ruhun kendini öldürmesine yol açmaktadır,0.0,8.0,39,0,2,0,69897962,10,2759,577,2049.0,1095,0.0,9,3,213,0,34,3,0,0,False
65,1.1551816882611077e+18,son 2 bölüm erkencikuş yeni bölüm 2 fragman yeni bölüm salı 20 00 da star da,0.0,554.0,2697,1,1,0,74397391,10,520,61,1614911.0,89970,0.0,6,6,61,1,16,5,0,0,False
66,1.1552286976596214e+18,türkiye doğal güzellikleri bakımından cennet gibi ülke peki insanımız bu cennet gibi vatanı vergilerden uçuk fiyat tarifelerinden dolayı gezebiliyor mu gezemiyor neden bu refaha ulaşamıyorum diye sorgulamak yerine bunu dile getirene kin kusmayı seçiyor hiç düşündünüz mü,0.0,566.0,4573,0,0,0,69167515,10,5487,206,193029.0,8095,0.0,7,4,234,0,37,4,0,0,False
67,1.155838413456773e+18,sevgili üniversite adayları tercih dönemi bugün sona eriyor hepinizin hayal ettiği üniversitede mutlu olacağınız programa yerleşmenizi dileriz üniversiteli olmadan önce hepinize iyi tatiller odtülüolursan,0.0,13.0,126,1,4,0,77189080,10,4,4,144123.0,5625,0.0,6,9,181,0,24,6,0,0,False
68,1.1562189333321236e+18,birçok kez farklı kategorilerde downbeat ödülü ne değer görülen james carter organ trio projesiyle 29 akbank caz festivali kapsamında 21 ekim pazartesi akşamı istanbul da,0.0,29.0,658,0,1,0,45819962,10,1,1,421161.0,3280,0.0,5,13,146,0,25,13,0,0,False
69,1.157081110595195e+18,herkes kendi bachını bulmak zorunda okumak dinlemek için neue step festivalde izleyeceğimiz sıradışı piyanist víkingur ólafsson bach a bu kadar taze ve sakin bir yaklaşımı nasıl buldu ya bir yol bul ya bir yol aç yeni bir bach,0.0,5.0,23,1,1,1,56764903,10,4424,348,60988.0,40108,4.0,8,12,189,5,38,12,0,0,False
70,1.1571616702102897e+18,sağlık ve esenlik dolu bir cuma dileğiyle,0.0,98.0,194,0,1,0,73080402,10,298763,13570,16514.0,195473,0.0,3,2,35,0,7,2,0,0,False
71,1.157278589366276e+18,bir adım yaklaşsam mutluluğa bin adım uzaklaşır o benden photo by üzeyir,0.0,117.0,208,0,1,0,73080402,10,298763,13570,16514.0,195473,0.0,6,4,61,0,12,4,0,0,False
72,1.157366086825894e+18,kaz dağları halkındır salda gölü halkındır munzur dağları halkındır şirince halkındır biz çevre deyince yöresine göre ayırmayız biz insan deyince kimliğine inancına göre ayırmayız anadolu ve trakya hepimizin evidir sonsuza kadar da birlikte yaşayacağız,0.0,504.0,3564,0,0,0,63829194,10,3264,38,106471.0,12328,0.0,20,9,219,0,34,9,0,0,False
73,1.1575994906745856e+18,her imtihan bir yönüyle yükselme imkanıdır insanı yükseltecek olan bir basamak gibi eğer dayanırsan yükselirsin dayanamazsan biter gidersin,0.0,194.0,292,0,1,0,44982012,10,81,4,85926.0,14786,0.0,4,2,122,0,18,2,0,0,False
74,1.1576753944657183e+18,çamaşır suyu içme şakasına gülenler,0.0,2.0,15,0,1,1,97453133,10,16941,487,725.0,8524,0.0,1,1,31,0,5,1,0,0,False
75,1.1578632890341048e+18,kıymetli kardeşim metin yilmaz ın vefatını üzüntüyle öğrenmiş bulunuyorum kendisine yüce allah tan rahmet kederli ailesine başsağlığı diliyorum,0.0,85.0,358,0,1,0,98149527,10,47052,0,198190.0,51641,0.0,6,22,126,0,18,6,4,0,False
76,1.1579419769663406e+18,kediler dünyaya türkiye den yayılmış,0.0,151.0,1428,0,1,0,80549263,10,3,6,1217827.0,315758,0.0,1,2,32,0,5,2,0,0,False
77,1.1579845293881917e+18,bir taraftan çok üzgün olsam da diğer yandan bu memlekette tevhidin anlaşılmasına vesile olanlardan olduğum ve arkamda hayırlı işlerde öncü bir nesil bıraktığım için allah a hamdetme makamındayım,0.0,309.0,418,0,1,0,44982012,10,81,4,85926.0,14786,0.0,2,2,168,0,28,2,0,0,False
78,1.1580016265333023e+18,istanbul izmir otoyolu ve bursa şehir hastanesi ortak açılış töreni mesafelerkısalıyor,0.0,4381.0,17463,1,0,0,68034431,10,0,95,13974880.0,6091,0.0,2,9,76,0,11,9,0,0,False
79,1.1580049537823908e+18,gelişmiş ülkelerdeki şirret türkiye gibi jeopolitik ve ekonomik istikrarın olmadığı ülkelerde madencilik ve enerji gibi çevre izinlerinin ve kamuoyu tepkisinin ön planda olduğu sektörlerde ancak muazzam kar potansiyeli ve getiri oranı görürlerse yatırım yaparlar,0.0,6.0,61,0,0,0,93183233,10,4286,351,8552.0,3593,0.0,4,2,232,0,34,2,0,1,False
80,1.1580483366179062e+18,bugün tamamının açılışını yaptığımız istanbul izmir arasındaki 8 buçuk saatlik yolu 3 buçuk saate düşüren otoyolumuzun bir bölümünde ilk sürüşümüzü gerzek ülkemize ve milletimize hayırlı uğurlu olsun,0.0,5095.0,26605,0,0,0,68034431,10,0,95,13974880.0,6091,2.0,4,5,182,0,27,5,0,1,False
81,1.158055032677372e+18,kağıdına bakarım ama fazla not vermişsem geri alırım ona göre o kuşak bir daha sınav kağıdına bakmak istemedi düşünmedi sorgulamadı sonuç eğitim sistemi tartışmaları almış başını gidiyor soru questioning egtkonus,0.0,6.0,36,3,0,0,69897962,10,2759,577,2049.0,1095,0.0,12,4,183,0,30,4,1,0,False
82,1.1580840959913247e+18,öncelikle sağlıklı kalıyoz akabine yanımızdakileri dürtüp konsere götünü en sonrası da bu,0.0,55.0,1069,0,0,0,36413418,10,3509,173,44366.0,13390,2.0,5,3,81,0,12,3,0,1,False
83,1.1580924980546028e+18,iyi ki yeni akit gibi düşüncelerini saklamayan islamcı bir yayın organı var bu adamlarla uzlaşı sağlanabileceğine herhangi bir şekilde ortak bir paydada buluşulabileceğine filan inanacak kadar gerizeka insanlar hep var olacak çünkü,0.0,339.0,2388,0,0,0,85420539,10,28400,995,155615.0,52735,0.0,3,4,202,0,32,4,0,1,True
84,1.158098168040579e+18,ne köklerimizden kopacağız ne de götler bir an olsun ufuktan ayıracağız 94 ruhu ile çalışacak 2071 vizyonu ile projelerimize yön vereceğiz,0.0,4220.0,16512,0,1,0,68034431,10,0,95,13974880.0,6091,0.0,3,12,123,0,21,3,2,1,False
85,1.1581153332087562e+18,birine haddinden fazla değer verdiğinde yaptığı ilk şey seni değersizleştirmek oluyor,0.0,84.0,571,0,0,0,67155761,10,16300,521,16689.0,3050,0.0,3,1,75,0,11,1,0,0,False
86,1.1581393851766456e+18,haydaa istemiyoruz gitsin onlar diyenler bunlar deÄŸil miydi,0.0,190.0,622,0,0,0,93499827,10,30125,2690,12804.0,78868,0.0,3,1,53,0,8,1,0,0,False
87,1.1582440726724526e+18,istanbul da şöhreti yakalayan şaban kemalsunal ın komik öyküsü şarkbülbülü bu akşam 20 00 da star da,0.0,132.10448963156836,35,2,1,0,74397391,10,520,61,1614911.0,89970,0.0,13,7,84,0,17,5,0,0,False
88,1.1582497234946212e+18,mutlu bir yeni hafta dileÄŸiyle,0.0,92.0,238,0,1,0,73080402,10,298763,13570,16514.0,195473,0.0,0,1,26,0,5,1,0,0,False
89,1.1582577728673464e+18,şunu unutmayın ki ben gidiyorsam sizlerin sayesinde transfer oluyorum sizler benim her şeyimsiniz önce yusuf yazıcı avrupa ya açıldı sonra yusuf yazıcı süper lig den gitti,0.0,180.0,2896,0,0,0,96430842,10,1,18,219292.0,217196,4.0,10,11,146,1,26,11,0,0,False
90,1.1582586416461046e+18,günaydın galatasaray ailesi,0.0,810.0,22067,1,1,0,23186079,10,67,71,8631496.0,72643,0.0,1,3,25,0,3,3,0,0,False
91,1.1582638834229944e+18,birleşik krallık ta eğitim aldınız ve bir başarı hikayeniz mi var hemen studyuk mezun ödülleri ne başvurun ya da adayınızı gösterin ukalumniawards,0.0,1.0,2,2,1,3,38399582,10,2752,699,19000.0,10288,0.0,6,12,125,0,22,7,0,0,False
92,1.158299406505894e+18,kılıçdaroğlu köprü açar gibi butonla heykel açtı kılıçdaroğlu heykelin üzerindeki kırmızı örtüyü açmak için kırmızı butona bastı ancak örtü açılmadı,0.0,40.0,118,2,1,0,95897602,10,497,46,538625.0,247565,0.0,4,2,129,0,20,2,0,0,False
93,1.1583073951368274e+18,bir ân bile gönlüm sevinmedi ben adalet istiyorum halbuki bütün adaletsizlikler benden çıkıyor bu yüzden benim bütün feryadım şikayetim hep ben dendir ben den rûmi,0.0,68.0,522,0,0,0,48971197,10,22722,204,33049.0,8666,0.0,12,0,139,0,25,0,0,0,False
94,1.1583124381163438e+18,cumhuriyetimizin kurucusu atatürk e tbmm tarafından başkomutanlık unvanı verilmesinin 98 yılı kutlu olsun saygı ve minnetle anıyorum,0.0,11.0,50,1,1,0,87282413,10,7808,486,14404.0,8470,0.0,6,9,116,0,17,6,1,0,False
95,1.1583142566197248e+18,sanem ve can aşkında mutlu son erkencikuş final bölümüyle salı 20 00 da star da,0.0,304.0,1615,1,1,0,74397391,10,520,61,1614911.0,89970,0.0,6,5,65,0,15,4,0,0,False
96,1.1583583794520965e+18,su ve vicdan nöbeti nde binlerce kişi şantiye alanında,0.0,284.0,1074,0,1,0,80549263,10,3,6,1217827.0,315758,0.0,1,3,46,0,9,3,0,0,False
97,1.1583605065472205e+18,kamu çalışanlarımızın bu ay kurban bayramı sonrasına denk gelen maaş ödemeleri bayram öncesinde 9 ağustos cuma günü yapılacak tüm kamu çalışanlarımıza hayırlı uğurlu olsun kurban bayramımız şimdiden mübarek olsun,0.0,2166.0,13218,0,0,0,68034431,10,0,95,13974880.0,6091,0.0,4,8,184,0,29,8,0,0,False
98,1.1583628307537388e+18,şimdi başkomutanlık metni okunarak başlar,0.0,21.0,140,0,1,1,80931720,10,1393,619,1361615.0,88014,2.0,0,2,37,0,5,2,0,0,False
99,1.158368683850371e+18,maçin öyküsü galatasaray 2 1 panathinaikos farklıaçı,0.0,158.0,3918,1,0,0,23186079,10,67,71,8631496.0,72643,1.0,2,15,46,1,7,5,2,0,False
100,1.1583701844801167e+18,allahın maymunu tipe bak kendi yazdıklarına bakmıyor millet tepki verince ağzı katıyor tipini 622lediğimin maymunu,0.0,1.0,6,0,0,3,49119658,10,19165,3340,3210.0,3163,0.0,1,1,101,0,15,1,0,0,True
101,1.1583724886209823e+18,adanalı hemşerimiz usta tiyatro ve sinema sanatçısı cengizsezici yi sonsuzluğa uğurladık allah tan rahmet sevenlerine ve acılı ailesine sabır diliyorum adana mızın ve sanat camiasının başı sağ olsun,0.0,3.0,31,1,4,0,87282413,10,7808,486,14404.0,8470,0.0,9,5,171,0,28,4,0,0,False
102,1.158378320972714e+18,bu ezik beyinlilerle nereye varabiliriz,0.0,132.10448963156836,0,0,1,0,74480433,10,3760,349,3999.0,9375,0.0,1,1,35,0,5,1,0,1,True
103,1.1583783355017667e+18,kocaelispor sis yaÄŸmur dinlemiyor,0.0,132.10448963156836,0,0,0,0,22540376,10,0,8,7582.0,98930,0.0,1,1,30,0,4,1,0,0,False
104,1.1583783377163592e+18,donttouchkazdaglari amkcocukları kazdaglarinadokunma,0.0,132.10448963156836,0,2,0,1,66708116,10,1254,1023,313.0,5090,0.0,2,2,50,0,3,1,0,0,True
